year,country,pivotal1,pivotal2,pivotal3,pivotal4,pivotal5,pivotal6
2000,CMR,21.63,25.61,15.66,47.53,10.81,20.03
2000,COL,45.62,47.68,42.53,59.26,35.85,45.03
2000,CRI,29.58,30.5,28.19,49.91,21.88,29.32
2000,CYP,27.63,29.74,24.47,49.53,18.47,26.98
2000,CZE,50.37,53.99,44.94,63.12,38.3,49.26
2000,DEU,88.47,90.88,84.86,91.28,82.12,87.82
2000,DNK,58.99,63.33,52.49,69.3,46.14,57.66
2000,EGY,47.07,47.29,46.75,59.03,40.15,47.02
2000,ESP,71.93,73.82,69.09,76.97,64.17,71.42
2000,EST,22.33,25.24,17.97,47.35,12.75,21.3
2000,FIN,56.07,62.27,46.76,68.57,40.17,53.96
2000,FRA,82.62,85.11,78.88,86.17,75.22,81.94
2000,GBR,85.2,86.9,82.64,87.72,79.55,84.74
2000,GRC,50.84,48.76,53.96,59.91,47.7,51.29
2000,HKG,61.33,64.19,57.03,69.9,50.97,60.5
2000,HRV,29.27,29.05,29.59,49.19,23.19,29.32
2000,HUN,48.38,51.69,43.42,61.69,36.75,47.37
2000,IDN,60.84,66.45,52.43,71.5,46.08,59.03
2000,IND,57.95,62.03,51.82,68.41,45.44,56.7
2000,IRL,58.49,63.71,50.67,69.57,44.23,56.82
2000,ISL,22.72,24.09,20.67,46.81,15.08,22.31
2000,ISR,53.9,56.91,49.39,64.99,42.89,53.02
2000,ITA,78.95,81.44,75.21,83.06,71.04,78.26
2000,JOR,23.17,21.38,25.86,45.56,19.73,23.51
2000,JPN,87.74,90.77,83.2,91.18,80.2,86.9
2000,KAZ,40.15,45.44,32.21,57.95,25.68,38.26
2000,KHM,15.75,15.09,16.74,42.78,11.71,15.89
2000,KOR,73.09,78.02,65.69,80.27,60.39,71.59
2000,LAO,9.22,9.15,9.32,40.31,5.8,9.23
2000,LTU,24.83,26.54,22.27,47.97,16.49,24.31
2000,LUX,47.16,56.1,33.75,64.47,27.16,43.51
2000,LVA,23.47,25.65,20.19,47.54,14.66,22.76
2000,MAR,35.75,36.83,34.12,53.17,27.52,35.45
2000,MEX,73.08,75.44,69.54,78.22,64.67,72.43
2000,MLT,24.36,27.05,20.32,48.22,14.77,23.44
2000,MMR,20.91,22.96,17.83,46.28,12.63,20.23
2000,MYS,61.96,69.82,50.16,73.95,43.69,59.18
2000,NGA,49.43,57.75,36.95,65.54,30.28,46.19
2000,NLD,73.75,78.03,67.32,80.28,62.2,72.48
2000,NOR,63.13,70.04,52.77,74.11,46.44,60.79
2000,NZL,43.57,45.35,40.9,57.9,34.2,43.07
2000,PAK,37.16,38.26,35.51,53.93,28.87,36.86
2000,PER,38.01,40.34,34.51,55.07,27.9,37.31
2000,PHL,47.5,49.88,43.92,60.58,37.26,46.81
2000,POL,57.02,58.7,54.5,66.17,48.27,56.56
2000,PRT,52.21,52.0,52.52,61.88,46.17,52.26
2000,ROU,33.88,35.67,31.2,52.56,24.72,33.36
2000,RUS,67.97,73.67,59.41,76.85,53.53,66.16
2000,SAU,66.98,73.23,57.6,76.51,51.58,64.95
2000,SEN,13.78,14.18,13.19,42.39,8.8,13.68
2000,SGP,62.1,68.28,52.84,72.82,46.51,60.07
2000,SVK,37.22,40.73,31.96,55.28,25.44,36.08
2000,SVN,35.83,38.15,32.36,53.88,25.82,35.14
2000,SWE,67.24,71.05,61.53,74.86,55.83,66.12
2000,THA,60.84,65.47,53.89,70.8,47.62,59.4
2000,TUN,31.64,32.52,30.32,50.93,23.88,31.4
2000,TUR,57.46,58.3,56.2,65.9,50.08,57.24
2000,TWN,73.15,77.69,66.35,80.0,61.12,71.8
2000,UKR,38.84,45.68,28.59,58.09,22.26,36.14
2000,USA,100.0,100.0,100.0,100.0,100.0,100.0
2000,VNM,42.62,45.41,38.43,57.93,31.74,41.77
2000,ZAF,54.83,60.19,46.8,67.16,40.21,53.07
2001,ARG,53.35,54.92,50.99,63.71,44.56,52.92
2001,AUS,66.56,68.96,62.95,73.32,57.38,65.89
2001,AUT,64.98,67.41,61.33,72.19,55.62,64.3
2001,BEL,70.85,75.63,63.68,78.37,58.18,69.4
2001,BGD,30.02,26.34,35.55,47.87,28.91,30.6
2001,BGR,29.5,30.56,27.92,49.94,21.63,29.21
2001,BLR,35.31,39.85,28.49,54.8,22.16,33.69
2001,BRA,63.66,65.87,60.35,71.08,54.55,63.05
2001,BRN,27.73,34.33,17.82,51.86,12.62,24.73
2001,CAN,80.8,84.9,74.66,85.98,70.42,79.62
2001,CHE,68.99,71.93,64.58,75.53,59.17,68.16
2001,CHL,51.16,55.17,45.14,63.87,38.5,49.9
2001,CHN,76.21,81.11,68.86,82.79,63.91,74.73
2001,CIV,26.7,30.87,20.45,50.09,14.89,25.13
2001,CMR,24.74,28.32,19.36,48.83,13.94,23.42
2001,COL,46.3,47.38,44.67,59.08,38.02,46.01
2001,CRI,31.15,32.2,29.57,50.76,23.18,30.86
2001,CYP,28.93,30.97,25.86,50.14,19.73,28.3
2001,CZE,52.51,56.03,47.23,64.42,40.65,51.44
2001,DEU,89.18,92.04,84.9,92.35,82.17,88.4
2001,DNK,60.19,64.71,53.42,70.26,47.12,58.79
2001,EGY,48.09,48.75,47.1,59.9,40.52,47.92
2001,ESP,73.14,75.24,69.98,78.07,65.16,72.56
2001,EST,24.9,27.76,20.6,48.56,15.02,23.91
2001,FIN,56.89,62.78,48.05,68.92,41.5,54.92
2001,FRA,83.65,86.26,79.74,87.16,76.21,82.94
2001,GBR,86.06,87.7,83.61,88.43,80.67,85.63
2001,GRC,51.92,49.75,55.18,60.5,48.99,52.39
2001,HKG,61.56,64.5,57.14,70.12,51.09,60.71
2001,HRV,32.3,31.8,33.06,50.56,26.49,32.42
2001,HUN,50.94,54.34,45.84,63.34,39.22,49.91
2001,IDN,61.84,66.77,54.44,71.73,48.21,60.29
2001,IND,59.82,63.7,54.01,69.56,47.75,58.66
2001,IRL,61.08,66.86,52.42,71.79,46.07,59.2
2001,ISL,23.77,25.96,20.49,47.69,14.92,23.06
2001,ISR,54.14,56.68,50.33,64.84,43.87,53.41
2001,ITA,80.02,82.86,75.77,84.25,71.68,79.24
2001,JOR,25.45,23.61,28.2,46.58,21.89,25.8
2001,JPN,86.74,89.7,82.29,90.21,79.14,85.92
2001,KAZ,42.15,45.8,36.68,58.16,30.01,40.99
2001,KHM,17.72,17.18,18.52,43.68,13.22,17.84
2001,KOR,72.53,77.47,65.12,79.83,59.77,71.03
2001,LAO,9.09,9.09,9.09,40.29,5.63,9.09
2001,LTU,27.73,29.45,25.14,49.39,19.07,27.21
2001,LUX,48.23,56.62,35.65,64.8,29.0,44.93
2001,LVA,26.09,27.81,23.51,48.58,17.6,25.57
2001,MAR,37.32,38.74,35.19,54.19,28.56,36.92
2001,MEX,73.36,75.28,70.48,78.1,65.72,72.84
2001,MLT,23.78,27.25,18.58,48.31,13.27,22.5
2001,MMR,22.55,25.65,17.9,47.54,12.69,21.43
2001,MYS,62.3,69.39,51.67,73.63,45.28,59.88
2001,NGA,52.58,56.45,46.77,64.69,40.18,51.38
2001,NLD,74.5,78.84,68.0,80.93,62.95,73.22
2001,NOR,63.96,70.91,53.53,74.76,47.24,61.61
2001,NZL,44.52,46.24,41.93,58.41,35.24,44.03
2001,PAK,37.95,39.47,35.66,54.59,29.01,37.52
2001,PER,39.52,41.84,36.03,55.9,29.38,38.83
2001,PHL,48.81,50.67,46.03,61.06,39.41,48.29
2001,POL,58.71,61.03,55.22,67.73,49.04,58.05
2001,PRT,53.1,52.86,53.47,62.41,47.18,53.16
2001,ROU,37.3,38.42,35.63,54.02,28.99,37.0
2001,RUS,69.95,74.48,63.16,77.48,57.61,68.59
2001,SAU,66.95,72.56,58.54,76.0,52.59,65.17
2001,SEN,15.91,15.76,16.14,43.07,11.21,15.95
2001,SGP,62.96,69.13,53.7,73.44,47.42,60.93
2001,SVK,40.53,43.23,36.49,56.68,29.83,39.72
2001,SVN,37.61,40.14,33.81,54.96,27.22,36.84
2001,SWE,66.87,70.97,60.71,74.8,54.94,65.64
2001,THA,61.3,65.7,54.7,70.96,48.48,59.95
2001,TUN,34.51,35.15,33.56,52.28,26.98,34.35
2001,TUR,56.13,59.01,51.82,66.37,45.44,55.3
2001,TWN,71.69,76.96,63.79,79.42,58.3,70.07
2001,UKR,41.54,47.69,32.31,59.27,25.78,39.25
2001,USA,100.0,100.0,100.0,100.0,100.0,100.0
2001,VNM,44.72,47.4,40.69,59.1,33.99,43.92
2001,ZAF,55.24,60.74,47.0,67.53,40.41,53.43
2002,ARG,48.35,54.77,38.72,63.62,32.03,46.05
2002,AUS,67.15,69.84,63.12,73.96,57.57,66.4
2002,AUT,65.56,69.15,60.18,73.45,54.37,64.51
2002,BEL,71.17,76.81,62.72,79.3,57.13,69.41
2002,BGD,30.22,27.23,34.7,48.3,28.08,30.74
2002,BGR,31.23,33.14,28.37,51.24,22.05,30.66
2002,BLR,36.81,41.71,29.47,55.83,23.08,35.06
2002,BRA,62.93,67.55,55.99,72.29,49.86,61.5
2002,BRN,28.99,35.23,19.64,52.32,14.18,26.3
2002,CAN,80.69,84.9,74.38,85.98,70.1,79.47
2002,CHE,69.51,73.33,63.77,76.59,58.28,68.38
2002,CHL,50.87,55.73,43.58,64.23,36.91,49.28
2002,CHN,78.58,83.87,70.65,85.1,65.91,76.98
2002,CIV,28.4,34.26,19.62,51.82,14.17,25.93
2002,CMR,25.92,29.62,20.38,49.47,14.83,24.57
2002,COL,46.16,47.95,43.48,59.42,36.81,45.66
2002,CRI,31.53,33.02,29.29,51.18,22.91,31.1
2002,CYP,30.11,32.87,25.96,51.1,19.82,29.21
2002,CZE,53.67,57.96,47.23,65.68,40.65,52.32
2002,DEU,89.75,93.49,84.13,93.7,81.27,88.69
2002,DNK,61.13,65.95,53.91,71.14,47.64,59.63
2002,EGY,48.19,49.58,46.11,60.4,39.5,47.81
2002,ESP,73.99,76.76,69.84,79.26,65.0,73.22
2002,EST,26.98,30.2,22.16,49.76,16.39,25.87
2002,FIN,57.61,64.01,48.01,69.77,41.46,55.44
2002,FRA,84.17,87.22,79.59,88.0,76.04,83.32
2002,GBR,86.67,88.49,83.93,89.13,81.04,86.18
2002,GRC,52.11,50.54,54.46,60.98,48.23,52.46
2002,HKG,60.87,64.91,54.8,70.41,48.59,59.64
2002,HRV,34.72,34.22,35.47,51.8,28.83,34.84
2002,HUN,52.93,56.84,47.06,64.95,40.47,51.72
2002,IDN,62.3,67.91,53.88,72.55,47.61,60.49
2002,IND,61.55,66.17,54.63,71.3,48.41,60.12
2002,IRL,62.68,69.01,53.18,73.35,46.87,60.58
2002,ISL,24.14,27.48,19.13,48.42,13.74,22.93
2002,ISR,53.65,57.04,48.56,65.08,42.03,52.63
2002,ITA,80.72,83.88,75.99,85.11,71.93,79.84
2002,JOR,26.74,26.38,27.28,47.89,21.04,26.83
2002,JPN,86.75,90.39,81.29,90.84,77.99,85.72
2002,KAZ,43.85,48.25,37.25,59.6,30.57,42.39
2002,KHM,18.83,18.69,19.03,44.35,13.66,18.86
2002,KOR,73.4,78.96,65.06,81.03,59.7,71.67
2002,LAO,9.08,9.02,9.17,40.26,5.69,9.09
2002,LTU,29.7,31.94,26.33,50.63,20.16,29.0
2002,LUX,48.88,57.97,35.25,65.68,28.61,45.2
2002,LVA,27.02,29.42,23.42,49.37,17.52,26.25
2002,MAR,38.69,40.95,35.31,55.41,28.67,38.03
2002,MEX,73.37,75.86,69.63,78.55,64.77,72.68
2002,MLT,24.98,29.8,17.74,49.56,12.55,22.99
2002,MMR,23.33,27.57,16.98,48.47,11.91,21.64
2002,MYS,62.06,70.28,49.73,74.29,43.25,59.12
2002,NGA,53.37,57.84,46.66,65.6,40.06,51.95
2002,NLD,75.02,80.08,67.43,81.94,62.32,73.48
2002,NOR,64.39,71.48,53.76,75.19,47.48,61.99
2002,NZL,44.97,47.18,41.66,58.97,34.97,44.33
2002,PAK,40.31,42.44,37.12,56.24,30.45,39.69
2002,PER,40.37,43.92,35.04,57.08,28.41,39.23
2002,PHL,50.22,52.77,46.39,62.36,39.78,49.48
2002,POL,59.84,62.86,55.3,68.98,49.12,58.96
2002,PRT,54.03,54.93,52.68,63.72,46.34,53.79
2002,ROU,39.18,41.56,35.62,55.74,28.98,38.48
2002,RUS,71.25,75.86,64.33,78.55,58.9,69.86
2002,SAU,67.39,73.89,57.65,77.02,51.64,65.27
2002,SEN,17.12,17.94,15.88,44.02,10.99,16.88
2002,SGP,63.01,69.9,52.67,74.01,46.33,60.68
2002,SVK,42.29,45.79,37.03,58.15,30.36,41.18
2002,SVN,38.98,42.5,33.69,56.27,27.1,37.84
2002,SWE,67.46,72.08,60.52,75.64,54.74,66.05
2002,THA,62.18,67.16,54.72,72.01,48.5,60.62
2002,TUN,34.5,35.98,32.27,52.72,25.74,34.07
2002,TUR,57.19,60.87,51.68,67.62,45.29,56.09
2002,TWN,72.45,78.67,63.13,80.79,57.58,70.47
2002,UKR,42.37,49.7,31.38,60.47,24.89,39.49
2002,USA,100.0,100.0,100.0,100.0,100.0,100.0
2002,VNM,46.38,49.62,41.52,60.42,34.83,45.39
2002,ZAF,55.36,61.58,46.04,68.1,39.42,53.25
2003,ARG,50.86,56.12,42.98,64.48,36.3,49.11
2003,AUS,69.2,71.18,66.23,74.96,60.99,68.66
2003,AUT,67.64,70.84,62.84,74.71,57.26,66.72
2003,BEL,73.29,78.45,65.54,80.61,60.23,71.71
2003,BGD,31.33,27.62,36.89,48.49,30.22,31.92
2003,BGR,34.55,35.65,32.91,52.55,26.35,34.25
2003,BLR,39.36,43.78,32.72,57.0,26.17,37.85
2003,BRA,64.04,69.13,56.41,73.44,50.31,62.45
2003,BRN,29.25,36.55,18.31,53.02,13.04,25.87
2003,CAN,81.75,85.86,75.59,86.81,71.48,80.56
2003,CHE,70.97,74.58,65.55,77.55,60.24,69.92
2003,CHL,52.0,57.32,44.01,65.26,37.35,50.23
2003,CHN,82.38,87.31,74.99,88.08,70.8,80.92
2003,CIV,30.51,35.21,23.47,52.31,17.56,28.75
2003,CMR,27.72,30.89,22.96,50.1,17.11,26.63
2003,COL,46.76,48.38,44.32,59.68,37.66,46.31
2003,CRI,32.42,33.49,30.82,51.42,24.36,32.13
2003,CYP,31.98,34.71,27.88,52.05,21.59,31.11
2003,CZE,55.83,60.21,49.26,67.17,42.76,54.46
2003,DEU,91.75,95.49,86.13,95.59,83.6,90.69
2003,DNK,62.9,67.61,55.84,72.33,49.7,61.44
2003,EGY,47.88,49.38,45.62,60.28,38.99,47.46
2003,ESP,76.38,78.88,72.62,80.96,68.12,75.69
2003,EST,30.37,32.96,26.49,51.15,20.31,29.55
2003,FIN,60.08,65.58,51.83,70.88,45.45,58.3
2003,FRA,85.9,88.76,81.61,89.37,78.36,85.11
2003,GBR,87.8,89.69,84.96,90.2,82.24,87.29
2003,GRC,54.84,52.83,57.86,62.39,51.86,55.29
2003,HKG,61.27,65.55,54.84,70.86,48.63,59.96
2003,HRV,37.98,36.86,39.65,53.18,32.95,38.23
2003,HUN,55.69,59.13,50.53,66.45,44.08,54.66
2003,IDN,63.18,68.88,54.63,73.26,48.41,61.34
2003,IND,63.93,68.52,57.05,72.99,50.99,62.52
2003,IRL,65.14,71.21,56.04,74.98,49.91,63.17
2003,ISL,25.91,28.27,22.36,48.81,16.57,25.14
2003,ISR,54.21,57.85,48.75,65.61,42.22,53.11
2003,ITA,82.5,85.55,77.93,86.55,74.14,81.65
2003,JOR,27.23,26.36,28.54,47.88,22.21,27.43
2003,JPN,87.71,91.64,81.81,91.98,78.59,86.59
2003,KAZ,46.31,51.09,39.14,61.32,32.44,44.72
2003,KHM,19.98,19.46,20.76,44.69,15.16,20.1
2003,KOR,74.87,80.65,66.19,82.41,60.95,73.06
2003,LAO,9.0,9.01,8.99,40.26,5.55,9.0
2003,LTU,33.36,35.24,30.53,52.33,24.08,32.8
2003,LUX,51.04,59.99,37.62,67.03,30.94,47.51
2003,LVA,29.23,31.0,26.58,50.16,20.39,28.71
2003,MAR,40.9,42.27,38.85,56.14,32.16,40.52
2003,MEX,73.23,75.85,69.3,78.54,64.4,72.5
2003,MLT,27.35,31.31,21.4,50.31,15.72,25.89
2003,MMR,22.17,26.13,16.23,47.77,11.28,20.59
2003,MYS,62.64,71.22,49.78,74.99,43.3,59.54
2003,NGA,56.86,60.51,51.38,67.37,44.97,55.76
2003,NLD,77.09,81.96,69.78,83.49,64.93,75.63
2003,NOR,65.9,72.66,55.75,76.08,49.6,63.65
2003,NZL,46.95,48.39,44.8,59.68,38.15,46.56
2003,PAK,41.51,43.84,38.01,57.03,31.32,40.82
2003,PER,41.93,45.38,36.76,57.91,30.09,40.84
2003,PHL,51.39,54.31,47.0,63.32,40.41,50.52
2003,POL,62.4,65.55,57.67,70.86,51.66,61.48
2003,PRT,56.3,57.33,54.75,65.27,48.54,56.03
2003,ROU,42.4,44.08,39.87,57.17,33.17,41.92
2003,RUS,73.59,78.31,66.52,80.5,61.31,72.17
2003,SAU,69.51,76.55,58.95,79.1,53.04,67.18
2003,SEN,18.63,18.79,18.4,44.39,13.12,18.59
2003,SGP,64.09,71.61,52.8,75.28,46.47,61.49
2003,SVK,45.98,50.0,39.94,60.65,33.24,44.69
2003,SVN,41.79,44.76,37.34,57.56,30.66,40.88
2003,SWE,69.62,74.01,63.04,77.11,57.48,68.31
2003,THA,63.67,68.8,55.98,73.2,49.85,62.06
2003,TUN,35.91,37.13,34.07,53.33,27.47,35.57
2003,TUR,59.44,61.94,55.7,68.35,49.55,58.74
2003,TWN,73.44,79.49,64.37,81.46,58.94,71.53
2003,UKR,43.63,50.73,32.97,61.1,26.41,40.9
2003,USA,100.0,100.0,100.0,100.0,100.0,100.0
2003,VNM,48.74,51.76,44.22,61.73,37.56,47.84
2003,ZAF,58.37,63.83,50.19,69.65,43.73,56.6
2004,ARG,52.22,57.25,44.68,65.21,38.03,50.58
2004,AUS,69.96,72.18,66.63,75.71,61.43,69.35
2004,AUT,67.8,71.64,62.03,75.31,56.38,66.66
2004,BEL,73.8,79.26,65.6,81.27,60.3,72.11
2004,BGD,31.93,29.07,36.22,49.2,29.56,32.45
2004,BGR,37.58,39.91,34.09,54.83,27.49,36.89
2004,BLR,41.58,46.55,34.13,58.6,27.53,39.86
2004,BRA,65.12,71.13,56.1,74.92,49.98,63.17
2004,BRN,29.06,37.8,15.95,53.69,11.05,24.55
2004,CAN,81.78,86.49,74.71,87.36,70.48,80.38
2004,CHE,71.31,75.65,64.79,78.39,59.4,70.01
2004,CHL,54.38,61.12,44.27,67.79,37.61,52.02
2004,CHN,84.36,89.96,75.97,90.45,71.91,82.67
2004,CIV,30.9,36.18,22.97,52.82,17.12,28.83
2004,CMR,26.85,31.0,20.62,50.16,15.04,25.28
2004,COL,47.11,49.85,43.0,60.56,36.32,46.3
2004,CRI,31.84,33.72,29.01,51.54,22.65,31.28
2004,CYP,32.63,35.9,27.73,52.68,21.46,31.55
2004,CZE,58.21,63.41,50.4,69.36,43.95,56.53
2004,DEU,92.21,96.49,85.79,96.55,83.2,90.98
2004,DNK,63.12,68.13,55.6,72.71,49.44,61.55
2004,EGY,49.81,52.01,46.51,61.88,39.91,49.18
2004,ESP,76.86,79.41,73.04,81.39,68.59,76.16
2004,EST,31.03,34.6,25.67,52.0,19.56,29.8
2004,FIN,60.42,66.57,51.2,71.58,44.78,58.38
2004,FRA,86.14,89.17,81.59,89.74,78.34,85.3
2004,GBR,88.21,90.41,84.92,90.86,82.19,87.62
2004,GRC,56.2,55.74,56.88,64.24,50.81,56.31
2004,HKG,61.01,65.7,53.98,70.96,47.72,59.55
2004,HRV,38.54,38.6,38.44,54.12,31.75,38.52
2004,HUN,57.39,61.41,51.35,67.98,44.94,56.16
2004,IDN,64.11,69.87,55.48,73.99,49.31,62.26
2004,IND,66.33,71.17,59.06,74.95,53.16,64.83
2004,IRL,65.84,72.19,56.32,75.72,50.21,63.76
2004,ISL,26.53,29.31,22.35,49.32,16.56,25.59
2004,ISR,54.41,58.94,47.61,66.33,41.04,52.97
2004,ITA,82.91,86.42,77.64,87.3,73.81,81.91
2004,JOR,28.02,27.37,28.99,48.37,22.63,28.17
2004,JPN,88.34,92.56,82.01,92.83,78.82,87.13
2004,KAZ,49.38,55.75,39.82,64.24,33.12,47.12
2004,KHM,20.56,20.74,20.29,45.27,14.75,20.51
2004,KOR,76.19,83.01,65.96,84.37,60.69,74.0
2004,LAO,9.04,8.93,9.21,40.22,5.72,9.07
2004,LTU,34.57,37.37,30.38,53.46,23.94,33.69
2004,LUX,51.7,61.49,37.01,68.04,30.34,47.7
2004,LVA,30.62,32.98,27.09,51.16,20.86,29.89
2004,MAR,41.7,43.54,38.95,56.86,32.26,41.18
2004,MEX,73.7,76.48,69.52,79.04,64.64,72.92
2004,MLT,26.04,29.94,20.18,49.63,14.65,24.58
2004,MMR,22.46,27.63,14.71,48.5,10.03,20.16
2004,MYS,62.99,72.25,49.1,75.77,42.59,59.56
2004,NGA,52.96,59.17,43.65,66.48,36.98,50.82
2004,NLD,76.98,82.67,68.44,84.09,63.44,75.22
2004,NOR,66.88,73.93,56.3,77.05,50.19,64.52
2004,NZL,47.83,49.57,45.22,60.39,38.58,47.35
2004,PAK,41.52,43.73,38.21,56.97,31.52,40.88
2004,PER,43.24,48.54,35.29,59.77,28.65,41.39
2004,PHL,51.07,54.68,45.66,63.56,39.03,49.97
2004,POL,62.86,66.68,57.14,71.66,51.09,61.73
2004,PRT,56.84,58.32,54.61,65.92,48.39,56.43
2004,ROU,44.81,46.82,41.79,58.75,35.1,44.23
2004,RUS,75.47,80.81,67.47,82.54,62.36,73.84
2004,SAU,70.69,78.79,58.55,80.89,52.61,67.92
2004,SEN,18.96,20.01,17.38,44.94,12.25,18.65
2004,SGP,65.04,73.58,52.24,76.78,45.88,62.0
2004,SVK,48.71,53.19,42.0,62.62,35.31,47.26
2004,SVN,42.77,46.46,37.23,58.54,30.55,41.59
2004,SWE,69.82,75.03,62.01,77.9,56.36,68.21
2004,THA,64.48,69.95,56.27,74.04,50.16,62.74
2004,TUN,36.37,38.6,33.03,54.12,26.47,35.71
2004,TUR,61.79,64.27,58.08,69.96,52.1,61.1
2004,TWN,74.82,80.71,65.98,82.46,60.71,72.97
2004,UKR,45.96,54.08,33.78,63.18,27.19,42.74
2004,USA,100.0,100.0,100.0,100.0,100.0,100.0
2004,VNM,49.39,53.67,42.97,62.92,36.29,48.02
2004,ZAF,59.94,65.34,51.85,70.71,45.47,58.21
2005,ARG,52.15,56.77,45.21,64.9,38.57,50.66
2005,AUS,70.55,73.12,66.69,76.43,61.5,69.83
2005,AUT,66.69,70.69,60.69,74.59,54.92,65.5
2005,BEL,73.04,78.46,64.9,80.62,59.52,71.36
2005,BGD,31.23,28.52,35.3,48.93,28.66,31.73
2005,BGR,37.12,39.3,33.86,54.5,27.27,36.48
2005,BLR,39.96,45.91,31.03,58.22,24.55,37.74
2005,BRA,65.75,71.86,56.59,75.47,50.5,63.77
2005,BRN,28.62,37.76,14.9,53.67,10.18,23.72
2005,CAN,82.05,86.72,75.04,87.56,70.85,80.67
2005,CHE,70.11,73.96,64.34,77.07,58.91,68.98
2005,CHL,55.38,61.77,45.8,68.23,39.18,53.19
2005,CHN,84.58,91.52,74.16,91.87,69.86,82.38
2005,CIV,29.97,34.5,23.18,51.94,17.3,28.28
2005,CMR,25.59,30.0,18.98,49.66,13.61,23.86
2005,COL,47.7,50.41,43.63,60.9,36.96,46.9
2005,CRI,30.63,32.04,28.51,50.68,22.18,30.22
2005,CYP,30.08,32.9,25.86,51.12,19.73,29.17
2005,CZE,58.3,63.52,50.47,69.43,44.02,56.62
2005,DEU,91.68,96.12,85.02,96.19,82.3,90.4
2005,DNK,62.25,67.87,53.83,72.52,47.56,60.44
2005,EGY,50.03,51.76,47.44,61.73,40.87,49.55
2005,ESP,76.19,78.46,72.78,80.62,68.3,75.57
2005,EST,30.5,34.54,24.43,51.96,18.43,29.05
2005,FIN,59.05,64.91,50.26,70.41,43.8,57.12
2005,FRA,85.48,88.44,81.05,89.08,77.71,84.66
2005,GBR,87.48,89.76,84.07,90.27,81.2,86.87
2005,GRC,54.54,54.04,55.28,63.15,49.1,54.66
2005,HKG,59.88,64.84,52.45,70.36,46.1,58.32
